Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;TCI_%;CAC_%;T.V.A_%;Formalites;Total_%
0702009000;HS10;Tomates fraîches ou réfrigérées - Autre;Fresh or chilled tomatoes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703;RANGEE 03;"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled";;;;;;;;
070310;HS6;Oignons et échalotes;Onions and shallots;;;;;;;
0703101000;HS10;Oignons et échalotes - Type 1;Onions and shallots - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703102000;HS10;Oignons et échalotes - Type 2;Onions and shallots - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703109000;HS10;Oignons et échalotes - Autre;Onions and shallots - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070320;HS6;Ail;Garlic;;;;;;;
0703201000;HS10;Ail - Variété 1;Garlic - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703202000;HS10;Ail - Variété 2;Garlic - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703209000;HS10;Ail - Autre;Garlic - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070390;HS6;Poireaux et autres alliacées;Leeks and other alliaceous vegetables;;;;;;;
0703901000;HS10;Poireaux et autres alliacées - Espèce 1;Leeks and other alliaceous vegetables - Species 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703902000;HS10;Poireaux et autres alliacées - Espèce 2;Leeks and other alliaceous vegetables - Species 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0703909000;HS10;Poireaux et autres alliacées - Autre espèce;Leeks and other alliaceous vegetables - Other species;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0704;RANGEE 04;"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled";;;;;;;;
070410;HS6;Choux-fleurs et brocolis;Cauliflowers and broccoli;;;;;;;
070410;HS6-DIRECT;Choux-fleurs et brocolis;Cauliflowers and broccoli;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070420;HS6;Choux de Bruxelles;Brussels sprouts;;;;;;;
0704201000;HS10;Choux de Bruxelles - Type 1;Brussels sprouts - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0704202000;HS10;Choux de Bruxelles - Type 2;Brussels sprouts - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0704209000;HS10;Choux de Bruxelles - Autre;Brussels sprouts - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070490;HS6;Autres choux;Other cabbages;;;;;;;
0704901000;HS10;Autres choux - Variété 1;Other cabbages - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0704902000;HS10;Autres choux - Variété 2;Other cabbages - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0704909000;HS10;Autres choux - Autre;Other cabbages - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705;RANGEE 05;Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled;;;;;;;;
070511;HS6;Laitues pommées;Head lettuce;;;;;;;
0705111000;HS10;Laitues pommées - Type 1;Head lettuce - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705112000;HS10;Laitues pommées - Type 2;Head lettuce - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705119000;HS10;Laitues pommées - Autre;Head lettuce - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070519;HS6;Autres laitues;Other lettuce;;;;;;;
0705191000;HS10;Autres laitues - Type 1;Other lettuce - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705192000;HS10;Autres laitues - Type 2;Other lettuce - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705199000;HS10;Autres laitues - Autre;Other lettuce - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070521;HS6;Chicorées witloof;Witloof chicory;;;;;;;
0705211000;HS10;Chicorées witloof - Type 1;Witloof chicory - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705212000;HS10;Chicorées witloof - Type 2;Witloof chicory - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705219000;HS10;Chicorées witloof - Autre;Witloof chicory - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070529;HS6;Autres chicorées;Other chicory;;;;;;;
0705291000;HS10;Autres chicorées - Type 1;Other chicory - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705292000;HS10;Autres chicorées - Type 2;Other chicory - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0705299000;HS10;Autres chicorées - Autre;Other chicory - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0706;RANGEE 06;"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled";;;;;;;;
070610;HS6;Carottes et navets;Carrots and turnips;;;;;;;
0706101000;HS10;Carottes et navets - Variété 1;Carrots and turnips - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0706102000;HS10;Carottes et navets - Variété 2;Carrots and turnips - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0706109000;HS10;Carottes et navets - Autre;Carrots and turnips - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070690;HS6;Autres racines comestibles;Other edible roots;;;;;;;
0706901000;HS10;Autres racines comestibles - Type 1;Other edible roots - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0706902000;HS10;Autres racines comestibles - Type 2;Other edible roots - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0706909000;HS10;Autres racines comestibles - Autre;Other edible roots - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0707;RANGEE 07;"Cucumbers and gherkins; fresh or chilled";;;;;;;;
070700;HS6;Concombres et cornichons;Cucumbers and gherkins;;;;;;;
0707001000;HS10;Concombres et cornichons - Type 1;Cucumbers and gherkins - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0707002000;HS10;Concombres et cornichons - Type 2;Cucumbers and gherkins - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0707009000;HS10;Concombres et cornichons - Autre;Cucumbers and gherkins - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708;RANGEE 08;"Leguminous vegetables; shelled or unshelled, fresh or chilled";;;;;;;;
070810;HS6;Pois (frais ou réfrigérés);Peas (fresh or chilled);;;;;;;
0708101000;HS10;Pois (frais ou réfrigérés) - Variété 1;Peas (fresh or chilled) - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708102000;HS10;Pois (frais ou réfrigérés) - Variété 2;Peas (fresh or chilled) - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708109000;HS10;Pois (frais ou réfrigérés) - Autre;Peas (fresh or chilled) - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070820;HS6;Haricots (frais ou réfrigérés);Beans (fresh or chilled);;;;;;;
0708201000;HS10;Haricots (frais ou réfrigérés) - Variété 1;Beans (fresh or chilled) - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708202000;HS10;Haricots (frais ou réfrigérés) - Variété 2;Beans (fresh or chilled) - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708209000;HS10;Haricots (frais ou réfrigérés) - Autre;Beans (fresh or chilled) - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070890;HS6;Autres légumineuses fraîches;Other fresh leguminous;;;;;;;
0708901000;HS10;Autres légumineuses fraîches - Type 1;Other fresh leguminous - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708902000;HS10;Autres légumineuses fraîches - Type 2;Other fresh leguminous - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0708909000;HS10;Autres légumineuses fraîches - Autre;Other fresh leguminous - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709;RANGEE 09;"Vegetables; n.e.c. in chapter 07, fresh or chilled";;;;;;;;
070920;HS6;Asperges fraîches;Fresh asparagus;;;;;;;
0709201000;HS10;Asperges fraîches - Type 1;Fresh asparagus - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709202000;HS10;Asperges fraîches - Type 2;Fresh asparagus - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709209000;HS10;Asperges fraîches - Autre;Fresh asparagus - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070930;HS6;Aubergines;Eggplants (aubergines);;;;;;;
0709301000;HS10;Aubergines - Variété 1;Eggplants (aubergines) - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709302000;HS10;Aubergines - Variété 2;Eggplants (aubergines) - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709309000;HS10;Aubergines - Autre;Eggplants (aubergines) - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070940;HS6;Céleris frais;Fresh celery;;;;;;;
0709401000;HS10;Céleris frais - Type 1;Fresh celery - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709402000;HS10;Céleris frais - Type 2;Fresh celery - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709409000;HS10;Céleris frais - Autre;Fresh celery - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070951;HS6;Champignons frais;Fresh mushrooms;;;;;;;
0709511000;HS10;Champignons frais - Espèce 1;Fresh mushrooms - Species 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709512000;HS10;Champignons frais - Espèce 2;Fresh mushrooms - Species 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709519000;HS10;Champignons frais - Autre espèce;Fresh mushrooms - Other species;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070952;HS6;Champignons du genre Boletus;Vegetables;;;;;;;
0709521000;HS10;Champignons du genre Boletus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709522000;HS10;Champignons du genre Boletus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709529000;HS10;Champignons du genre Boletus - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070953;HS6;Champignons du genre Cantharellus;Vegetables;;;;;;;
0709531000;HS10;Champignons du genre Cantharellus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709532000;HS10;Champignons du genre Cantharellus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709539000;HS10;Champignons du genre Cantharellus - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070954;HS6;Champignons du genre Shiitake (Lentinus edodes);Vegetables;;;;;;;
0709541000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709542000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709549000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070955;HS6;Champignons du genre Matsutake (Tricholoma matsutake;Vegetables;;;;;;;
0709551000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709552000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709559000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070956;HS6;Truffes (Tuber spp.);Vegetables;;;;;;;
0709561000;HS10;Truffes (Tuber spp.) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709562000;HS10;Truffes (Tuber spp.) - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709569000;HS10;Truffes (Tuber spp.) - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070959;HS6;Autres champignons frais;Other fresh mushrooms;;;;;;;
0709591000;HS10;Autres champignons frais - Type 1;Other fresh mushrooms - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709592000;HS10;Autres champignons frais - Type 2;Other fresh mushrooms - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709599000;HS10;Autres champignons frais - Autre;Other fresh mushrooms - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070960;HS6;Piments doux ou poivrons;Sweet peppers;;;;;;;
0709601000;HS10;Piments doux ou poivrons - Variété 1;Sweet peppers - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709602000;HS10;Piments doux ou poivrons - Variété 2;Sweet peppers - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709609000;HS10;Piments doux ou poivrons - Autre;Sweet peppers - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070970;HS6;Épinards frais;Fresh spinach;;;;;;;
0709701000;HS10;Épinards frais - Type 1;Fresh spinach - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709702000;HS10;Épinards frais - Type 2;Fresh spinach - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709709000;HS10;Épinards frais - Autre;Fresh spinach - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070991;HS6;Artichauts frais;Fresh artichokes;;;;;;;
0709911000;HS10;Artichauts frais - Type 1;Fresh artichokes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709912000;HS10;Artichauts frais - Type 2;Fresh artichokes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709919000;HS10;Artichauts frais - Autre;Fresh artichokes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070992;HS6;Olives;Vegetables;;;;;;;
0709921000;HS10;Olives - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709922000;HS10;Olives - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709929000;HS10;Olives - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070993;HS6;Courges, potirons;Pumpkins, squash;;;;;;;
0709931000;HS10;Courges, potirons - Variété 1;Pumpkins, squash - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709932000;HS10;Courges, potirons - Variété 2;Pumpkins, squash - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709939000;HS10;Courges, potirons - Autre;Pumpkins, squash - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070999;HS6;Autres légumes frais;Other fresh vegetables;;;;;;;
0709991000;HS10;Autres légumes frais - Type 1;Other fresh vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709992000;HS10;Autres légumes frais - Type 2;Other fresh vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0709999000;HS10;Autres légumes frais - Autre;Other fresh vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710;RANGEE 10;"Vegetables (uncooked or cooked by steaming or boiling in water); frozen";;;;;;;;
071010;HS6;Pommes de terre congelées;Frozen potatoes;;;;;;;
0710101000;HS10;Pommes de terre congelées - Type 1;Frozen potatoes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710102000;HS10;Pommes de terre congelées - Type 2;Frozen potatoes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710109000;HS10;Pommes de terre congelées - Autre;Frozen potatoes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071021;HS6;Pois (Pisum sativum);Vegetables;;;;;;;
0710211000;HS10;Pois (Pisum sativum) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710212000;HS10;Pois (Pisum sativum) - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710219000;HS10;Pois (Pisum sativum) - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071022;HS6;Haricots (Vigna spp.;Vegetables;;;;;;;
0710221000;HS10;Haricots (Vigna spp. - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710222000;HS10;Haricots (Vigna spp. - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710229000;HS10;Haricots (Vigna spp. - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071029;HS6;Autres;Vegetables;;;;;;;
0710291000;HS10;Autres - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710292000;HS10;Autres - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710299000;HS10;Autres - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071030;HS6;Epinards;Vegetables;;;;;;;
0710301000;HS10;Epinards - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710302000;HS10;Epinards - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710309000;HS10;Epinards - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071040;HS6;Maïs doux;Vegetables;;;;;;;
0710401000;HS10;Maïs doux - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710402000;HS10;Maïs doux - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710409000;HS10;Maïs doux - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071080;HS6;autres légumes;Vegetables;;;;;;;
0710801000;HS10;autres légumes - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710802000;HS10;autres légumes - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710809000;HS10;autres légumes - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071090;HS6;Mélanges de légumes;Vegetable mixtures;;;;;;;
0710901000;HS10;Mélanges de légumes - Type 1;Vegetable mixtures - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710902000;HS10;Mélanges de légumes - Type 2;Vegetable mixtures - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0710909000;HS10;Mélanges de légumes - Autre;Vegetable mixtures - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711;RANGEE 11;Vegetables provisionally preserved, but unsuitable in that state for immediate consumption;;;;;;;;
071120;HS6;Olives;Vegetables;;;;;;;
0711201000;HS10;Olives - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711202000;HS10;Olives - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711209000;HS10;Olives - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071140;HS6;Concombres et cornichons;Vegetables;;;;;;;
0711401000;HS10;Concombres et cornichons - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711402000;HS10;Concombres et cornichons - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711409000;HS10;Concombres et cornichons - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071151;HS6;Champignons du genre Agaricus;Vegetables;;;;;;;
0711511000;HS10;Champignons du genre Agaricus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711512000;HS10;Champignons du genre Agaricus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711519000;HS10;Champignons du genre Agaricus - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071159;HS6;Autres;Vegetables;;;;;;;
0711591000;HS10;Autres - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711592000;HS10;Autres - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711599000;HS10;Autres - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071190;HS6;Autres légumes;mélanges de légumes;;;;;;;
0711901000;HS10;Autres légumes - Type 1;mélanges de légumes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711902000;HS10;Autres légumes - Type 2;mélanges de légumes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0711909000;HS10;Autres légumes - Autre;mélanges de légumes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0712;RANGEE 12;"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared";;;;;;;;
071220;HS6;Oignons;Vegetables;;;;;;;
0712201000;HS10;Oignons - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0712202000;HS10;Oignons - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0712209000;HS10;Oignons - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071231;HS6;Champignons du genre Agaricus;Vegetables;;;;;;;
0712311000;HS10;Champignons du genre Agaricus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0712312000;HS10;Champignons du genre Agaricus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0712319000;HS10;Champignons du genre Agaricus - Autre;Vegetables - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
071232;HS6;Oreilles-de-judas (Auricularia spp.);Vegetables;;;;;;;
0712321000;HS10;Oreilles-de-judas (Auricularia spp.) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
