Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;CEDEAO_%;T.V.A_%;Formalites;Total_%
0601101000;HS10;Bulbes, oignons, tubercules en repos - Espèce 1;Bulbs, tubers in dormant state - Species 1;Agriculture;10.0;1.0;18.0;910 Déclaration d'Importation du Produit;29.0
0601102000;HS10;Bulbes, oignons, tubercules en repos - Espèce 2;Bulbs, tubers in dormant state - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0601109000;HS10;Bulbes, oignons, tubercules en repos - Autre espèce;Bulbs, tubers in dormant state - Other species;Agriculture;10.0;1.0;18.0;=;29.0
060120;HS6;Bulbes, oignons en végétation;Bulbs, tubers in growth;;;;;;
0601201000;HS10;Bulbes, oignons en végétation - Espèce 1;Bulbs, tubers in growth - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0601202000;HS10;Bulbes, oignons en végétation - Espèce 2;Bulbs, tubers in growth - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0601209000;HS10;Bulbes, oignons en végétation - Autre espèce;Bulbs, tubers in growth - Other species;Agriculture;10.0;1.0;18.0;=;29.0
0602;RANGEE 02;"Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn";;;;;;;
060210;HS6;Boutures non racinées, greffons;Unrooted cuttings, slips;;;;;;
0602101000;HS10;Boutures non racinées, greffons - Espèce 1;Unrooted cuttings, slips - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0602102000;HS10;Boutures non racinées, greffons - Espèce 2;Unrooted cuttings, slips - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0602109000;HS10;Boutures non racinées, greffons - Autre espèce;Unrooted cuttings, slips - Other species;Agriculture;10.0;1.0;18.0;=;29.0
060220;HS6;Arbres et arbustes fruitiers;Fruit trees and shrubs;;;;;;
0602201000;HS10;Arbres et arbustes fruitiers - Espèce 1;Fruit trees and shrubs - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0602202000;HS10;Arbres et arbustes fruitiers - Espèce 2;Fruit trees and shrubs - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0602209000;HS10;Arbres et arbustes fruitiers - Autre espèce;Fruit trees and shrubs - Other species;Agriculture;10.0;1.0;18.0;=;29.0
060230;HS6;Rhododendrons et azalées;Rhododendrons and azaleas;;;;;;
060230;HS6-DIRECT;Rhododendrons et azalées;Rhododendrons and azaleas;Agriculture;10.0;1.0;18.0;=;29.0
060240;HS6;Rosiers greffés ou non;Roses, grafted or not;;;;;;
0602401000;HS10;Rosiers greffés ou non - Type 1;Roses, grafted or not - Type 1;Agriculture;10.0;1.0;18.0;=;29.0
0602402000;HS10;Rosiers greffés ou non - Type 2;Roses, grafted or not - Type 2;Agriculture;10.0;1.0;18.0;=;29.0
0602409000;HS10;Rosiers greffés ou non - Autre;Roses, grafted or not - Other;Agriculture;10.0;1.0;18.0;=;29.0
060290;HS6;Autres plantes vivantes;Other live plants;;;;;;
0602901000;HS10;Autres plantes vivantes - Espèce 1;Other live plants - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0602902000;HS10;Autres plantes vivantes - Espèce 2;Other live plants - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0602909000;HS10;Autres plantes vivantes - Autre espèce;Other live plants - Other species;Agriculture;10.0;1.0;18.0;=;29.0
0603;RANGEE 03;"Flowers; cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared";;;;;;;
060311;HS6;Roses;Flowers;;;;;;
0603111000;HS10;Roses - Type 1;Flowers - Type 1;Agriculture;10.0;1.0;18.0;=;29.0
0603112000;HS10;Roses - Type 2;Flowers - Type 2;Agriculture;10.0;1.0;18.0;=;29.0
0603119000;HS10;Roses - Autre;Flowers - Other;Agriculture;10.0;1.0;18.0;=;29.0
060312;HS6;Oeillets frais;Fresh carnations;;;;;;
0603121000;HS10;Oeillets frais - Grade 1 / Premium;Fresh carnations - Grade 1 / Premium;Agriculture;10.0;1.0;18.0;=;29.0
0603122000;HS10;Oeillets frais - Grade 2 / Standard;Fresh carnations - Grade 2 / Standard;Agriculture;10.0;1.0;18.0;=;29.0
0603129000;HS10;Oeillets frais - Autre;Fresh carnations - Other;Agriculture;10.0;1.0;18.0;=;29.0
060313;HS6;Orchidées fraîches;Fresh orchids;;;;;;
0603131000;HS10;Orchidées fraîches - Grade 1 / Premium;Fresh orchids - Grade 1 / Premium;Agriculture;10.0;1.0;18.0;=;29.0
0603132000;HS10;Orchidées fraîches - Grade 2 / Standard;Fresh orchids - Grade 2 / Standard;Agriculture;10.0;1.0;18.0;=;29.0
0603139000;HS10;Orchidées fraîches - Autre;Fresh orchids - Other;Agriculture;10.0;1.0;18.0;=;29.0
060314;HS6;Chrysanthèmes frais;Fresh chrysanthemums;;;;;;
0603141000;HS10;Chrysanthèmes frais - Grade 1 / Premium;Fresh chrysanthemums - Grade 1 / Premium;Agriculture;10.0;1.0;18.0;=;29.0
0603142000;HS10;Chrysanthèmes frais - Grade 2 / Standard;Fresh chrysanthemums - Grade 2 / Standard;Agriculture;10.0;1.0;18.0;=;29.0
0603149000;HS10;Chrysanthèmes frais - Autre;Fresh chrysanthemums - Other;Agriculture;10.0;1.0;18.0;=;29.0
060315;HS6;Lis frais;Fresh lilies;;;;;;
0603151000;HS10;Lis frais - Grade 1 / Premium;Fresh lilies - Grade 1 / Premium;Agriculture;10.0;1.0;18.0;=;29.0
0603152000;HS10;Lis frais - Grade 2 / Standard;Fresh lilies - Grade 2 / Standard;Agriculture;10.0;1.0;18.0;=;29.0
0603159000;HS10;Lis frais - Autre;Fresh lilies - Other;Agriculture;10.0;1.0;18.0;=;29.0
060319;HS6;Autres fleurs coupées fraîches;Other fresh cut flowers;;;;;;
0603191000;HS10;Autres fleurs coupées fraîches - Espèce 1;Other fresh cut flowers - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0603192000;HS10;Autres fleurs coupées fraîches - Espèce 2;Other fresh cut flowers - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0603199000;HS10;Autres fleurs coupées fraîches - Autre espèce;Other fresh cut flowers - Other species;Agriculture;10.0;1.0;18.0;=;29.0
060390;HS6;Fleurs coupées séchées;Dried cut flowers;;;;;;
0603901000;HS10;Fleurs coupées séchées - Espèce 1;Dried cut flowers - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0603902000;HS10;Fleurs coupées séchées - Espèce 2;Dried cut flowers - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0603909000;HS10;Fleurs coupées séchées - Autre espèce;Dried cut flowers - Other species;Agriculture;10.0;1.0;18.0;=;29.0
0604;RANGEE 04;"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated etc.";;;;;;;
060410;HS6;Mousses et lichens;Mosses and lichens;;;;;;
060410;HS6-DIRECT;Mousses et lichens;Mosses and lichens;Agriculture;10.0;1.0;18.0;=;29.0
060420;HS6;Feuillages frais;Fresh foliage;;;;;;
0604201000;HS10;Feuillages frais - Espèce 1;Fresh foliage - Species 1;Agriculture;10.0;1.0;18.0;=;29.0
0604202000;HS10;Feuillages frais - Espèce 2;Fresh foliage - Species 2;Agriculture;10.0;1.0;18.0;=;29.0
0604209000;HS10;Feuillages frais - Autre espèce;Fresh foliage - Other species;Agriculture;10.0;1.0;18.0;=;29.0
060490;HS6;Feuillages, branches séchés;Dried foliage, branches;;;;;;
0604901000;HS10;Feuillages, branches séchés - Type 1;Dried foliage, branches - Type 1;Agriculture;10.0;1.0;18.0;=;29.0
0604902000;HS10;Feuillages, branches séchés - Type 2;Dried foliage, branches - Type 2;Agriculture;10.0;1.0;18.0;=;29.0
0604909000;HS10;Feuillages, branches séchés - Autre;Dried foliage, branches - Other;Agriculture;10.0;1.0;18.0;=;29.0
CHAPITRE 07;CHAPITRE;Légumes, plantes, racines;;;;;;;
0701;RANGEE 01;"Potatoes; fresh or chilled";;;;;;;
070110;HS6;Pommes de terre de semence;Seed potatoes;;;;;;
0701101000;HS10;Pommes de terre de semence - Variété 1;Seed potatoes - Variety 1;Alimentation;20.0;1.0;18.0;910 Déclaration d'Importation du Produit;39.0
0701102000;HS10;Pommes de terre de semence - Variété 2;Seed potatoes - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0701109000;HS10;Pommes de terre de semence - Autre;Seed potatoes - Other;Alimentation;20.0;1.0;18.0;=;39.0
070190;HS6;Pommes de terre autres;Other potatoes;;;;;;
0701901000;HS10;Pommes de terre autres - Variété 1;Other potatoes - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0701902000;HS10;Pommes de terre autres - Variété 2;Other potatoes - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0701909000;HS10;Pommes de terre autres - Autre;Other potatoes - Other;Alimentation;20.0;1.0;18.0;=;39.0
0702;RANGEE 02;"Tomatoes; fresh or chilled";;;;;;;
070200;HS6;Tomates fraîches ou réfrigérées;Fresh or chilled tomatoes;;;;;;
0702001000;HS10;Tomates fraîches ou réfrigérées - Type 1;Fresh or chilled tomatoes - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0702002000;HS10;Tomates fraîches ou réfrigérées - Type 2;Fresh or chilled tomatoes - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0702009000;HS10;Tomates fraîches ou réfrigérées - Autre;Fresh or chilled tomatoes - Other;Alimentation;20.0;1.0;18.0;=;39.0
0703;RANGEE 03;"Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled";;;;;;;
070310;HS6;Oignons et échalotes;Onions and shallots;;;;;;
0703101000;HS10;Oignons et échalotes - Type 1;Onions and shallots - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0703102000;HS10;Oignons et échalotes - Type 2;Onions and shallots - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0703109000;HS10;Oignons et échalotes - Autre;Onions and shallots - Other;Alimentation;20.0;1.0;18.0;=;39.0
070320;HS6;Ail;Garlic;;;;;;
0703201000;HS10;Ail - Variété 1;Garlic - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0703202000;HS10;Ail - Variété 2;Garlic - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0703209000;HS10;Ail - Autre;Garlic - Other;Alimentation;20.0;1.0;18.0;=;39.0
070390;HS6;Poireaux et autres alliacées;Leeks and other alliaceous vegetables;;;;;;
0703901000;HS10;Poireaux et autres alliacées - Espèce 1;Leeks and other alliaceous vegetables - Species 1;Alimentation;20.0;1.0;18.0;=;39.0
0703902000;HS10;Poireaux et autres alliacées - Espèce 2;Leeks and other alliaceous vegetables - Species 2;Alimentation;20.0;1.0;18.0;=;39.0
0703909000;HS10;Poireaux et autres alliacées - Autre espèce;Leeks and other alliaceous vegetables - Other species;Alimentation;20.0;1.0;18.0;=;39.0
0704;RANGEE 04;"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled";;;;;;;
070410;HS6;Choux-fleurs et brocolis;Cauliflowers and broccoli;;;;;;
070410;HS6-DIRECT;Choux-fleurs et brocolis;Cauliflowers and broccoli;Alimentation;20.0;1.0;18.0;=;39.0
070420;HS6;Choux de Bruxelles;Brussels sprouts;;;;;;
0704201000;HS10;Choux de Bruxelles - Type 1;Brussels sprouts - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0704202000;HS10;Choux de Bruxelles - Type 2;Brussels sprouts - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0704209000;HS10;Choux de Bruxelles - Autre;Brussels sprouts - Other;Alimentation;20.0;1.0;18.0;=;39.0
070490;HS6;Autres choux;Other cabbages;;;;;;
0704901000;HS10;Autres choux - Variété 1;Other cabbages - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0704902000;HS10;Autres choux - Variété 2;Other cabbages - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0704909000;HS10;Autres choux - Autre;Other cabbages - Other;Alimentation;20.0;1.0;18.0;=;39.0
0705;RANGEE 05;Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled;;;;;;;
070511;HS6;Laitues pommées;Head lettuce;;;;;;
0705111000;HS10;Laitues pommées - Type 1;Head lettuce - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0705112000;HS10;Laitues pommées - Type 2;Head lettuce - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0705119000;HS10;Laitues pommées - Autre;Head lettuce - Other;Alimentation;20.0;1.0;18.0;=;39.0
070519;HS6;Autres laitues;Other lettuce;;;;;;
0705191000;HS10;Autres laitues - Type 1;Other lettuce - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0705192000;HS10;Autres laitues - Type 2;Other lettuce - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0705199000;HS10;Autres laitues - Autre;Other lettuce - Other;Alimentation;20.0;1.0;18.0;=;39.0
070521;HS6;Chicorées witloof;Witloof chicory;;;;;;
0705211000;HS10;Chicorées witloof - Type 1;Witloof chicory - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0705212000;HS10;Chicorées witloof - Type 2;Witloof chicory - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0705219000;HS10;Chicorées witloof - Autre;Witloof chicory - Other;Alimentation;20.0;1.0;18.0;=;39.0
070529;HS6;Autres chicorées;Other chicory;;;;;;
0705291000;HS10;Autres chicorées - Type 1;Other chicory - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0705292000;HS10;Autres chicorées - Type 2;Other chicory - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0705299000;HS10;Autres chicorées - Autre;Other chicory - Other;Alimentation;20.0;1.0;18.0;=;39.0
0706;RANGEE 06;"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled";;;;;;;
070610;HS6;Carottes et navets;Carrots and turnips;;;;;;
0706101000;HS10;Carottes et navets - Variété 1;Carrots and turnips - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0706102000;HS10;Carottes et navets - Variété 2;Carrots and turnips - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0706109000;HS10;Carottes et navets - Autre;Carrots and turnips - Other;Alimentation;20.0;1.0;18.0;=;39.0
070690;HS6;Autres racines comestibles;Other edible roots;;;;;;
0706901000;HS10;Autres racines comestibles - Type 1;Other edible roots - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0706902000;HS10;Autres racines comestibles - Type 2;Other edible roots - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0706909000;HS10;Autres racines comestibles - Autre;Other edible roots - Other;Alimentation;20.0;1.0;18.0;=;39.0
0707;RANGEE 07;"Cucumbers and gherkins; fresh or chilled";;;;;;;
070700;HS6;Concombres et cornichons;Cucumbers and gherkins;;;;;;
0707001000;HS10;Concombres et cornichons - Type 1;Cucumbers and gherkins - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0707002000;HS10;Concombres et cornichons - Type 2;Cucumbers and gherkins - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0707009000;HS10;Concombres et cornichons - Autre;Cucumbers and gherkins - Other;Alimentation;20.0;1.0;18.0;=;39.0
0708;RANGEE 08;"Leguminous vegetables; shelled or unshelled, fresh or chilled";;;;;;;
070810;HS6;Pois (frais ou réfrigérés);Peas (fresh or chilled);;;;;;
0708101000;HS10;Pois (frais ou réfrigérés) - Variété 1;Peas (fresh or chilled) - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0708102000;HS10;Pois (frais ou réfrigérés) - Variété 2;Peas (fresh or chilled) - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0708109000;HS10;Pois (frais ou réfrigérés) - Autre;Peas (fresh or chilled) - Other;Alimentation;20.0;1.0;18.0;=;39.0
070820;HS6;Haricots (frais ou réfrigérés);Beans (fresh or chilled);;;;;;
0708201000;HS10;Haricots (frais ou réfrigérés) - Variété 1;Beans (fresh or chilled) - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0708202000;HS10;Haricots (frais ou réfrigérés) - Variété 2;Beans (fresh or chilled) - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0708209000;HS10;Haricots (frais ou réfrigérés) - Autre;Beans (fresh or chilled) - Other;Alimentation;20.0;1.0;18.0;=;39.0
070890;HS6;Autres légumineuses fraîches;Other fresh leguminous;;;;;;
0708901000;HS10;Autres légumineuses fraîches - Type 1;Other fresh leguminous - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0708902000;HS10;Autres légumineuses fraîches - Type 2;Other fresh leguminous - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0708909000;HS10;Autres légumineuses fraîches - Autre;Other fresh leguminous - Other;Alimentation;20.0;1.0;18.0;=;39.0
0709;RANGEE 09;"Vegetables; n.e.c. in chapter 07, fresh or chilled";;;;;;;
070920;HS6;Asperges fraîches;Fresh asparagus;;;;;;
0709201000;HS10;Asperges fraîches - Type 1;Fresh asparagus - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709202000;HS10;Asperges fraîches - Type 2;Fresh asparagus - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709209000;HS10;Asperges fraîches - Autre;Fresh asparagus - Other;Alimentation;20.0;1.0;18.0;=;39.0
070930;HS6;Aubergines;Eggplants (aubergines);;;;;;
0709301000;HS10;Aubergines - Variété 1;Eggplants (aubergines) - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0709302000;HS10;Aubergines - Variété 2;Eggplants (aubergines) - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0709309000;HS10;Aubergines - Autre;Eggplants (aubergines) - Other;Alimentation;20.0;1.0;18.0;=;39.0
070940;HS6;Céleris frais;Fresh celery;;;;;;
0709401000;HS10;Céleris frais - Type 1;Fresh celery - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709402000;HS10;Céleris frais - Type 2;Fresh celery - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709409000;HS10;Céleris frais - Autre;Fresh celery - Other;Alimentation;20.0;1.0;18.0;=;39.0
070951;HS6;Champignons frais;Fresh mushrooms;;;;;;
0709511000;HS10;Champignons frais - Espèce 1;Fresh mushrooms - Species 1;Alimentation;20.0;1.0;18.0;=;39.0
0709512000;HS10;Champignons frais - Espèce 2;Fresh mushrooms - Species 2;Alimentation;20.0;1.0;18.0;=;39.0
0709519000;HS10;Champignons frais - Autre espèce;Fresh mushrooms - Other species;Alimentation;20.0;1.0;18.0;=;39.0
070952;HS6;Champignons du genre Boletus;Vegetables;;;;;;
0709521000;HS10;Champignons du genre Boletus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709522000;HS10;Champignons du genre Boletus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709529000;HS10;Champignons du genre Boletus - Autre;Vegetables - Other;Alimentation;20.0;1.0;18.0;=;39.0
070953;HS6;Champignons du genre Cantharellus;Vegetables;;;;;;
0709531000;HS10;Champignons du genre Cantharellus - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709532000;HS10;Champignons du genre Cantharellus - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709539000;HS10;Champignons du genre Cantharellus - Autre;Vegetables - Other;Alimentation;20.0;1.0;18.0;=;39.0
070954;HS6;Champignons du genre Shiitake (Lentinus edodes);Vegetables;;;;;;
0709541000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709542000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709549000;HS10;Champignons du genre Shiitake (Lentinus edodes) - Autre;Vegetables - Other;Alimentation;20.0;1.0;18.0;=;39.0
070955;HS6;Champignons du genre Matsutake (Tricholoma matsutake;Vegetables;;;;;;
0709551000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709552000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709559000;HS10;Champignons du genre Matsutake (Tricholoma matsutake - Autre;Vegetables - Other;Alimentation;20.0;1.0;18.0;=;39.0
070956;HS6;Truffes (Tuber spp.);Vegetables;;;;;;
0709561000;HS10;Truffes (Tuber spp.) - Type 1;Vegetables - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709562000;HS10;Truffes (Tuber spp.) - Type 2;Vegetables - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709569000;HS10;Truffes (Tuber spp.) - Autre;Vegetables - Other;Alimentation;20.0;1.0;18.0;=;39.0
070959;HS6;Autres champignons frais;Other fresh mushrooms;;;;;;
0709591000;HS10;Autres champignons frais - Type 1;Other fresh mushrooms - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0709592000;HS10;Autres champignons frais - Type 2;Other fresh mushrooms - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0709599000;HS10;Autres champignons frais - Autre;Other fresh mushrooms - Other;Alimentation;20.0;1.0;18.0;=;39.0
070960;HS6;Piments doux ou poivrons;Sweet peppers;;;;;;
0709601000;HS10;Piments doux ou poivrons - Variété 1;Sweet peppers - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0709602000;HS10;Piments doux ou poivrons - Variété 2;Sweet peppers - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
