"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292011;Parathion (ISO) et parathion-méthyle (ISO) (méthyle parathion);Esters;thiophosphoric esters (phosphorothioates) and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292019;Autres;Esters;thiophosphoric esters (phosphorothioates) and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292021;Phosphite de diméthyle;Esters;phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292022;Phosphite de diéthyle;Esters;phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292023;Phosphite de triméthyle;Esters;phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292024;Phosphite de triéthyle;Esters;phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292029;Autres;Esters;phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292030;Endosulfan (ISO);Esters;of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292090;Autres;Esters;other than thiophosphoric esters (phosphorothioates) and phosphite esters and their salts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292111;Mono-;Amine-function compounds;acyclic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292112;Chlorhydrate de 2-chloroéthyl (N;Amine-function compounds;acyclic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292113;Chlorhydrate de 2-chloroéthyl (N;Amine-function compounds;acyclic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292114;Chlorhydrate de 2-chloroéthyl (N;Amine-function compounds;acyclic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292119;Autres;Amine-function compounds;acyclic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292121;Ethylénediamine et ses sels;Amine-function compounds;acyclic polyamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292122;Hexaméthylènediamine et ses sels;Amine-function compounds;acyclic polyamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292129;Autres;Amine-function compounds;acyclic polyamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292130;Monoamines et polyamines cyclaniques;sels de ces produits :;Amine-function compounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292141;Aniline et ses sels;Amine-function compounds;aromatic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292142;Dérivés de l'aniline et leurs sels;Amine-function-compounds;aromatic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292143;Toluidines et leurs dérivés;sels de ces produits;Amine-function compounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292144;Diphénylamine et ses dérivés;sels de ces produits;Amine-function compounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292145;1-Naphtylamine (alpha-naphtylamine);sels de ces produits;Amine-function compounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292146;Amfétamine (DCI);Amine-function compounds;aromatic monoamines and derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292149;Autres;Amine-function compounds;aromatic monoamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292151;o-;sels de ces produits;Amine-function compounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292159;Autres;Amine-function compounds;aromatic polyamines and their derivatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292211;Monoéthanolamine et ses sels;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292212;Diéthanolamine et ses sels;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292214;Dextropropoxyphène (DCI) et ses sels;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292215;Triéthanolamine;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292216;Sulfonate de perfluorooctane de diéthanolammonium;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292217;Méthyldiéthanolamine et éthyldiéthanolamine;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29;Produits chimiques organiques;Organic chemicals;292218;2-(N;Amino-alcohols;their ethers and esters","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
