Chapitre;Code_Position_10_chiffres;Designation;Droit_Importation_DI;Taxe_Parafiscale_Importation_TPI;Taxe_Valeur_Ajoutee_TVA;Taxe_Interieure_Consommation_TIC;Formalites_particulieres;Source
29;2924120000;- Fluoroacétamide (ISO),monocrotophos (ISO) et phosphamidon (ISO);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924190020;- - sels de l'asparagine;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924190030;- - uréides acycliques;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924190080;- - autres amides acycliques;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2924210010;- - paraphénétolurée (dulcine);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924210090;- - - - autres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924230000;- - - - acide  2-acétamidobenzoïque (acide N-acétylanthranilique) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP | Certificat d'utilisation finale de stup�fiants et de substances psychtropes;douane.gov.ma/adil
29;2924240000;- Ethinamate (DCI);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924250000;- - Alachlor (ISO);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2924290010;- - uréides;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2924290090;- - autres amides cycliques;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2926100000;Acrylonitrile;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2926200000;- - 1Cyanoguanidine (dicyandiamide);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2926300010;- - fenproporex (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2926300090;- - - - - - - - - - - méthadone (DCI) intermédiaire (4-cyano-2-diméthylamino-4, 4-diphénylbutane) ou (2-diméthylamino-4, 4-  diphényl-4-cyanobutane);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2926900020;- - adiponitrile;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2927001000;- - composés diazoïques;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2929100000;Isocyanates;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2929900010;- - tétrazine;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2929900020;- - dihalogénures de N,N-dialkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphoramidates;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2929900030;- - N,N-dialkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphoramidates de dialkyle (méthyle, éthyle, n-propyle isopropyle);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2929900090;- - - - autres X. - COMPOSES ORGANO-INORGANIQUES, COMPOSES HETEROCYCLIQUES, ACIDES NUCLEIQUES ET LEURS SELS, ET SULFONAMIDES;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2930100000;2-(N,N-Diméthylamino) éthanethiol;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2930600000;- - - - - 2-(N,N-Diéthyllamino)éthanethiol;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930800000;Aldicarbe (ISO), captafol (ISO) et méthamidophos (ISO);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909020;- - - thiourames sulfurés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909040;- - - thiocarbanilide;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909060;"- - - ""mercaptans– – – – hydrogénoalkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphonothioates de [S-2- (dialkyl (méthyl, éthyl, n-propyl ou isopropyl) amino) éthyle] ; ses esters de 0-alkyle ( C10, y compris cycloalkyle) ; les sels";2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909071;"- - - - ""hydrogénoalkyl (méthyl, éthyl, npropyl ou isopropyl) phosphonothioates de [S2 (dialkyl (méthyl, éthyl, npropyl ou isopropyl) amino) éthyle], ses esters de 0alkyle ( C10, y compris cycloalkyle) ; les sels alkylés ou protonés correspon";2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2930909072;- - - - sulfure de 2chloroéthyle et de chlorométhyle;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2930909074;- - - - bis (2chloroéthylthio) méthane;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2930909075;- - - - 1,2bis (2chloroéthylthio) éthane;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2930909076;- - - - 1,3bis (2chloroéthylthio) n;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2930909089;- - - - - éthyldithiophosphonate de 0éthyle et de S phényle (fonofos).– – – – autres :;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909091;- - - - contenant un atome de phosphore auquel est lié un groupe méthyl, éthyl,npropyl ou isopropyl, sans autres atomes de carbone;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2930909095;- - - - autre;;;;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931410000;- Méthylphosphonate de diméthyle;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931420000;- Propylphosphonate de diméthyle;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931440000;- Acide méthylphosphonique;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931460000;- 2,4,6-Trioxide de 2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931470000;- Méthylphosphonate de (5-éthyl-2-méthyl-2-oxido-1,3,2-dioxaphosphinan-5-yl) méthyle de méthyle;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931480000;- 3,9-Dioxyde de 3,9-diméthyl-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5] undécane;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931490010;- - méthylphosphonate de de sodium 3- (trihdroxysilyl)propyle;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931490020;- - méthylphosphonate de bis (5-éthyl-2-méthyl-2-oxido-1,3,2-dioxaphosphinan £-5-yl)méthyl) £;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931490030;- - N,N dialkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphoramidocyanidates £de 0-alkyle (≤ C10, y compris cycloalkyle);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2931510000;- Dichlorure méthylphosphonique;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2931590010;- - alkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphonofluoridates de 0-alkyle £(≤ C10, y compris cycloalkyle);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2931590020;- - difluorures d'alkyl (méthyl, éthyl, n-propyl ou isopropyl) phosphonyle;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | LICENCE D'IMPORTATION;douane.gov.ma/adil
29;2931900091;- - - contenant un atome de phosphore auquel est lié un groupe méthyl, éthyl,npropyl ou isopropyl, sans autres atomes de carbone.;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2932110000;- Tétrahydrofuranne;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2932130000;- Alcool furfurylique et alcool tétrahydro-furfurylique;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2932140000;- Sucralose;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2932910000;- Isosafrole;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | Certificat d'utilisation finale de stup�fiants et de substances psychtropes | AUTORISATION DMP;douane.gov.ma/adil
29;2932920000;- - - - - - - 1-(1,3-benzodioxole-5-yl) propane-2-one;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | Certificat d'utilisation finale de stup�fiants et de substances psychtropes | AUTORISATION DMP;douane.gov.ma/adil
29;2932940000;- Safrole;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | Certificat d'utilisation finale de stup�fiants et de substances psychtropes | AUTORISATION DMP;douane.gov.ma/adil
29;2933210000;- Hydantoïne et ses dérivés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933290000;- Autres£- Composés dont la structure comporte un cycle pyridine (hydro- géné ou non) non condensé :;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2933331100;- - - alfentanil (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933331700;- - - difénoxin (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933333200;- - - pentazocine (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933333600;- - - phénopéridine (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933333700;- - - pipradrol (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933333900;- - - propiram (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933339000;- - - trimépéridine (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933340000;- Autres fentanyls et leurs dérivés;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933370000;- N-Phénéthyl-4-pipéridone (NPP);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933390080;- - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933410000;- Lévorphanol (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933490000;- Autres£- Composés dont la structure comporte un cycle pyrimidine (hydro- géné ou non) ou pipérazine :;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933520000;- Malonylurée (acide barbiturique) et ses  sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933530034;- - - butobarbital (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933530094;- - - sécobarbital (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933550030;- - méthaqualone (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933690010;- - triméthylènetrinitramine (héxogène);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933690090;- - - - autres£- Lactames :;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2933720010;- - clobazam (DCI);2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933790000;- Autres lactames£- Autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2933910012;- - - camazépam (DCI)  et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910014;- - - clonazépam (DCI)  et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910016;- - - délorazépam (DCI)  et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910017;- - - diazépam (DCI)  et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910024;- - - loflazépate d'éthyle (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910027;- - - mazindol (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910083;- - - nordazépam (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910084;- - - oxazépam (DCI)  et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910085;- - - pinazépam (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933910087;- - - pyrovalérone (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933910088;- - - témazépam (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933920000;- - Azinphos-méthyl (ISO);2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2933990010;- - hexaméthylènetétramine;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933990020;- - carbazole et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933990030;- - indole et bêta-méthylindole (scatole) et leurs sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933990050;- - mercaptobenzimidazole;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2933990080;- - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2934100000;Composés dont la structure comporte un cycle thiazole (hydro- géné ou non) non condensé;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2934200000;Composés comportant une structure à cycles benzothiazole (hydrogénés ou non) sans autres condensations;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934910014;- - - cloxazolam (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934910015;- - - dextromoramide (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2934910017;"- - - kétazolam (DCI) et ses sels£- - - mésocarb (DCI), oxazolam (DCI), pémoline (DCI), phendimétrazine (DCI), phenmétrazine (DCI), sufentanil (DCI); sels de ses produits :";2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934910091;- - - mésocarb (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934910093;- - - pémoline (DCI) et ses sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934910099;- - - sufentanil (DCI) et ses sels;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2934990010;- - thiophène;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934990040;- - acides nucléiques et leurs sels;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2934990070;- - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2935100000;- - - - N-Méthylperfluorooctane sulfonamide;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2935300000;- - - - N-éthyl-N-(2-hydroxyéhyl) perfluorooctane sulfonamide;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2935500000;- - - - Autres perfluorooctane sulfonamides;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2935900000;Autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2936220000;- Vitamine B1 et ses dérivés;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2936290020;- - vitamine B9;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2936909019;- - - - autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2936909090;"- - - ""mélange, même en solutions quelconques; solutions non aqueuses de provitamines ou de vitamines  """;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
29;2937111000;- - produits du n° 2934990090 tels que définis à la Note 8 du présent chapitre£- - - autres :;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import. | AUTORISATION DMP;douane.gov.ma/adil
29;2937120010;- - insuline;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
29;2937120090;- - sels d'insuline;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
